11, 10, 9, 8, 7, 6, 1, 0, -8, -19, -37, -101, -355

10, 11, 9, 8, 7, 6, 1, 0, -8, -19, -37, -101, -355
10, 9, 11, 8, 7, 6, 1, 0, -8, -19, -37, -101, -355
10, 9, 8, 11, 7, 6, 1, 0, -8, -19, -37, -101, -355
10, 9, 8, 7, 11, 6, 1, 0, -8, -19, -37, -101, -355
10, 9, 8, 7, 6, 11, 1, 0, -8, -19, -37, -101, -355
10, 9, 8, 7, 6, 1, 11, 0, -8, -19, -37, -101, -355
10, 9, 8, 7, 6, 1, 0, 11, -8, -19, -37, -101, -355
10, 9, 8, 7, 6, 1, 0, -8, 11, -19, -37, -101, -355
10, 9, 8, 7, 6, 1, 0, -8, -19, 11, -37, -101, -355
10, 9, 8, 7, 6, 1, 0, -8, -19, -37, 11, -101, -355
10, 9, 8, 7, 6, 1, 0, -8, -19, -37, -101, 11, -355
10, 9, 8, 7, 6, 1, 0, -8, -19, -37, -101, -355, 11
9, 10, 8, 7, 6, 1, 0, -8, -19, -37, -101, -355, 11
9, 8, 10, 7, 6, 1, 0, -8, -19, -37, -101, -355, 11
9, 8, 7, 10, 6, 1, 0, -8, -19, -37, -101, -355, 11
9, 8, 7, 6, 10, 1, 0, -8, -19, -37, -101, -355, 11
9, 8, 7, 6, 1, 10, 0, -8, -19, -37, -101, -355, 11
9, 8, 7, 6, 1, 0, 10, -8, -19, -37, -101, -355, 11
9, 8, 7, 6, 1, 0, -8, 10, -19, -37, -101, -355, 11
9, 8, 7, 6, 1, 0, -8, -19, 10, -37, -101, -355, 11
9, 8, 7, 6, 1, 0, -8, -19, -37, 10, -101, -355, 11
9, 8, 7, 6, 1, 0, -8, -19, -37, -101, 10, -355, 11
9, 8, 7, 6, 1, 0, -8, -19, -37, -101, -355, 10, 11
8, 9, 7, 6, 1, 0, -8, -19, -37, -101, -355, 10, 11
8, 7, 9, 6, 1, 0, -8, -19, -37, -101, -355, 10, 11
8, 7, 6, 9, 1, 0, -8, -19, -37, -101, -355, 10, 11
8, 7, 6, 1, 9, 0, -8, -19, -37, -101, -355, 10, 11
8, 7, 6, 1, 0, 9, -8, -19, -37, -101, -355, 10, 11
8, 7, 6, 1, 0, -8, 9, -19, -37, -101, -355, 10, 11
8, 7, 6, 1, 0, -8, -19, 9, -37, -101, -355, 10, 11
8, 7, 6, 1, 0, -8, -19, -37, 9, -101, -355, 10, 11
8, 7, 6, 1, 0, -8, -19, -37, -101, 9, -355, 10, 11
8, 7, 6, 1, 0, -8, -19, -37, -101, -355, 9, 10, 11
7, 8, 6, 1, 0, -8, -19, -37, -101, -355, 9, 10, 11
7, 6, 8, 1, 0, -8, -19, -37, -101, -355, 9, 10, 11
7, 6, 1, 8, 0, -8, -19, -37, -101, -355, 9, 10, 11
7, 6, 1, 0, 8, -8, -19, -37, -101, -355, 9, 10, 11
7, 6, 1, 0, -8, 8, -19, -37, -101, -355, 9, 10, 11
7, 6, 1, 0, -8, -19, 8, -37, -101, -355, 9, 10, 11
7, 6, 1, 0, -8, -19, -37, 8, -101, -355, 9, 10, 11
7, 6, 1, 0, -8, -19, -37, -101, 8, -355, 9, 10, 11
7, 6, 1, 0, -8, -19, -37, -101, -355, 8, 9, 10, 11
6, 7, 1, 0, -8, -19, -37, -101, -355, 8, 9, 10, 11
6, 1, 7, 0, -8, -19, -37, -101, -355, 8, 9, 10, 11
6, 1, 0, 7, -8, -19, -37, -101, -355, 8, 9, 10, 11
6, 1, 0, -8, 7, -19, -37, -101, -355, 8, 9, 10, 11
6, 1, 0, -8, -19, 7, -37, -101, -355, 8, 9, 10, 11
6, 1, 0, -8, -19, -37, 7, -101, -355, 8, 9, 10, 11
6, 1, 0, -8, -19, -37, -101, 7, -355, 8, 9, 10, 11
6, 1, 0, -8, -19, -37, -101, -355, 7, 8, 9, 10, 11
1, 6, 0, -8, -19, -37, -101, -355, 7, 8, 9, 10, 11
1, 0, 6, -8, -19, -37, -101, -355, 7, 8, 9, 10, 11
1, 0, -8, 6, -19, -37, -101, -355, 7, 8, 9, 10, 11
1, 0, -8, -19, 6, -37, -101, -355, 7, 8, 9, 10, 11
1, 0, -8, -19, -37, 6, -101, -355, 7, 8, 9, 10, 11
1, 0, -8, -19, -37, -101, 6, -355, 7, 8, 9, 10, 11
1, 0, -8, -19, -37, -101, -355, 6, 7, 8, 9, 10, 11
0, 1, -8, -19, -37, -101, -355, 6, 7, 8, 9, 10, 11
0, -8, 1, -19, -37, -101, -355, 6, 7, 8, 9, 10, 11
0, -8, -19, 1, -37, -101, -355, 6, 7, 8, 9, 10, 11
0, -8, -19, -37, 1, -101, -355, 6, 7, 8, 9, 10, 11
0, -8, -19, -37, -101, 1, -355, 6, 7, 8, 9, 10, 11
0, -8, -19, -37, -101, -355, 1, 6, 7, 8, 9, 10, 11
-8, 0, -19, -37, -101, -355, 1, 6, 7, 8, 9, 10, 11
-8, -19, 0, -37, -101, -355, 1, 6, 7, 8, 9, 10, 11
-8, -19, -37, 0, -101, -355, 1, 6, 7, 8, 9, 10, 11
-8, -19, -37, -101, 0, -355, 1, 6, 7, 8, 9, 10, 11
-8, -19, -37, -101, -355, 0, 1, 6, 7, 8, 9, 10, 11
-19, -8, -37, -101, -355, 0, 1, 6, 7, 8, 9, 10, 11
-19, -37, -8, -101, -355, 0, 1, 6, 7, 8, 9, 10, 11
-19, -37, -101, -8, -355, 0, 1, 6, 7, 8, 9, 10, 11
-19, -37, -101, -355, -8, 0, 1, 6, 7, 8, 9, 10, 11
-37, -19, -101, -355, -8, 0, 1, 6, 7, 8, 9, 10, 11
-37, -101, -19, -355, -8, 0, 1, 6, 7, 8, 9, 10, 11
-37, -101, -355, -19, -8, 0, 1, 6, 7, 8, 9, 10, 11
-101, -37, -355, -19, -8, 0, 1, 6, 7, 8, 9, 10, 11
-101, -355, -37, -19, -8, 0, 1, 6, 7, 8, 9, 10, 11
-355, -101, -37, -19, -8, 0, 1, 6, 7, 8, 9, 10, 11

-355, -101, -37, -19, -8, 0, 1, 6, 7, 8, 9, 10, 11
